"gene.no"	"genes"	"p.value"
"14184"	14184	"ENSRNOG00000022809"	0.441099079741172
"14185"	14185	"ENSRNOG00000022812"	0.022534881842804
"14186"	14186	"ENSRNOG00000022815"	NA
"14187"	14187	"ENSRNOG00000022818"	0.441099079741173
"14188"	14188	"ENSRNOG00000022822"	0.899774517614989
"14189"	14189	"ENSRNOG00000022823"	NA
"14190"	14190	"ENSRNOG00000022829"	0.785930727675754
"14191"	14191	"ENSRNOG00000022830"	0.340777847149887
"14192"	14192	"ENSRNOG00000022832"	0.0595216835298843
"14193"	14193	"ENSRNOG00000022837"	0.898610449652795
"14194"	14194	"ENSRNOG00000022838"	0.953857992126868
"14195"	14195	"ENSRNOG00000022839"	0.0741928139914599
"14196"	14196	"ENSRNOG00000022844"	0.0281347398231842
"14197"	14197	"ENSRNOG00000022845"	0.88691816453306
"14198"	14198	"ENSRNOG00000022847"	0.0138351351079515
"14199"	14199	"ENSRNOG00000022848"	0.594518189989899
"14200"	14200	"ENSRNOG00000022850"	0.441099079741172
"14201"	14201	"ENSRNOG00000022851"	0.167674926460823
"14202"	14202	"ENSRNOG00000022852"	0.0993264929144476
"14203"	14203	"ENSRNOG00000022854"	0.253278229271218
"14204"	14204	"ENSRNOG00000022855"	0.581318746822701
"14205"	14205	"ENSRNOG00000022857"	0.91268119431744
"14206"	14206	"ENSRNOG00000022859"	0.182058576772519
"14207"	14207	"ENSRNOG00000022860"	0.93786748717511
"14208"	14208	"ENSRNOG00000022863"	0.345198537231308
"14209"	14209	"ENSRNOG00000022868"	0.571823881986715
"14210"	14210	"ENSRNOG00000022870"	0.667926692590446
"14211"	14211	"ENSRNOG00000022871"	0.12878859393576
"14212"	14212	"ENSRNOG00000022876"	0.480942561125159
"14213"	14213	"ENSRNOG00000022877"	0.129336326616715
"14214"	14214	"ENSRNOG00000022879"	0.125578574986483
"14215"	14215	"ENSRNOG00000022882"	0.590739163420973
"14216"	14216	"ENSRNOG00000022884"	0.00286350959034242
"14217"	14217	"ENSRNOG00000022886"	0.487540191159587
"14218"	14218	"ENSRNOG00000022890"	0.499167053408864
"14219"	14219	"ENSRNOG00000022893"	0.221580851305987
"14220"	14220	"ENSRNOG00000022894"	0.0786687552757697
"14221"	14221	"ENSRNOG00000022896"	0.700636804579714
"14222"	14222	"ENSRNOG00000022899"	0.0232059967482226
"14223"	14223	"ENSRNOG00000022900"	NA
"14224"	14224	"ENSRNOG00000022903"	0.225998350729962
"14225"	14225	"ENSRNOG00000022910"	0.455296290156464
"14226"	14226	"ENSRNOG00000022911"	0.689455316504592
"14227"	14227	"ENSRNOG00000022913"	0.827491799103769
"14228"	14228	"ENSRNOG00000022916"	0.441099079741173
"14229"	14229	"ENSRNOG00000022917"	NA
"14230"	14230	"ENSRNOG00000022918"	0.908930407654703
"14231"	14231	"ENSRNOG00000022919"	0.734108555272649
"14232"	14232	"ENSRNOG00000022921"	0.537634310721822
"14233"	14233	"ENSRNOG00000022922"	0.101395195313725
"14234"	14234	"ENSRNOG00000022929"	0.124524761841285
"14235"	14235	"ENSRNOG00000022932"	0.50852089962913
"14236"	14236	"ENSRNOG00000022934"	0.818437145968375
"14237"	14237	"ENSRNOG00000022935"	0.594994419141593
"14238"	14238	"ENSRNOG00000022937"	0.906961472669426
"14239"	14239	"ENSRNOG00000022938"	0.211616877930673
"14240"	14240	"ENSRNOG00000022939"	0.545492176926504
"14241"	14241	"ENSRNOG00000022941"	0.441099079741173
"14242"	14242	"ENSRNOG00000022942"	0.672012541054565
"14243"	14243	"ENSRNOG00000022943"	0.0895182197713625
"14244"	14244	"ENSRNOG00000022945"	0.190848848112582
"14245"	14245	"ENSRNOG00000022946"	0.40157258431011
"14246"	14246	"ENSRNOG00000022950"	NA
"14247"	14247	"ENSRNOG00000022953"	0.867959111069732
"14248"	14248	"ENSRNOG00000022955"	0.561773709827704
"14249"	14249	"ENSRNOG00000022957"	0.812611791605836
"14250"	14250	"ENSRNOG00000022958"	0.0611401365959576
"14251"	14251	"ENSRNOG00000022961"	0.779614656178447
"14252"	14252	"ENSRNOG00000022964"	0.205833070112361
"14253"	14253	"ENSRNOG00000022966"	0.775985617020219
"14254"	14254	"ENSRNOG00000022967"	0.720200545911038
"14255"	14255	"ENSRNOG00000022968"	0.279777373441635
"14256"	14256	"ENSRNOG00000022970"	0.723835504772934
"14257"	14257	"ENSRNOG00000022971"	0.460424785320462
"14258"	14258	"ENSRNOG00000022975"	0.00427136763235682
"14259"	14259	"ENSRNOG00000022978"	0.547253250883241
"14260"	14260	"ENSRNOG00000022980"	0.835339854945516
"14261"	14261	"ENSRNOG00000022981"	NA
"14262"	14262	"ENSRNOG00000022982"	0.811145162943584
"14263"	14263	"ENSRNOG00000022983"	0.868038068835764
"14264"	14264	"ENSRNOG00000022988"	0.724789288397552
"14265"	14265	"ENSRNOG00000022990"	0.507227654511852
"14266"	14266	"ENSRNOG00000022991"	0.283530881240528
"14267"	14267	"ENSRNOG00000022994"	0.533730822395581
"14268"	14268	"ENSRNOG00000022997"	NA
"14269"	14269	"ENSRNOG00000022999"	0.0177186174460056
"14270"	14270	"ENSRNOG00000023000"	0.588669969500815
"14271"	14271	"ENSRNOG00000023004"	0.424929988159298
"14272"	14272	"ENSRNOG00000023005"	0.184975700112705
"14273"	14273	"ENSRNOG00000023007"	0.76553576982211
"14274"	14274	"ENSRNOG00000023008"	0.483748691100981
"14275"	14275	"ENSRNOG00000023009"	0.595171035122654
"14276"	14276	"ENSRNOG00000023013"	0.690918637936916
"14277"	14277	"ENSRNOG00000023016"	0.564129023881336
"14278"	14278	"ENSRNOG00000023020"	0.824604312157242
"14279"	14279	"ENSRNOG00000023021"	0.202930114783826
"14280"	14280	"ENSRNOG00000023023"	0.845382979582463
"14281"	14281	"ENSRNOG00000023026"	0.726945706304124
"14282"	14282	"ENSRNOG00000023030"	0.721788690677538
"14283"	14283	"ENSRNOG00000023034"	0.759018989618398
"14284"	14284	"ENSRNOG00000023035"	0.914925207005406
"14285"	14285	"ENSRNOG00000023038"	0.900404428444017
"14286"	14286	"ENSRNOG00000023039"	0.595664434976714
"14287"	14287	"ENSRNOG00000023042"	0.301957129803023
"14288"	14288	"ENSRNOG00000023051"	NA
"14289"	14289	"ENSRNOG00000023053"	0.0123166185071476
"14290"	14290	"ENSRNOG00000023054"	NA
"14291"	14291	"ENSRNOG00000023055"	0.112075534600345
"14292"	14292	"ENSRNOG00000023058"	0.066243838005124
"14293"	14293	"ENSRNOG00000023061"	0.463514874126891
"14294"	14294	"ENSRNOG00000023064"	0.49195624799504
"14295"	14295	"ENSRNOG00000023065"	0.254832077302132
"14296"	14296	"ENSRNOG00000023068"	0.127743766860792
"14297"	14297	"ENSRNOG00000023070"	NA
"14298"	14298	"ENSRNOG00000023071"	0.594818904063834
"14299"	14299	"ENSRNOG00000023073"	NA
"14300"	14300	"ENSRNOG00000023076"	0.995329028877152
"14301"	14301	"ENSRNOG00000023077"	0.260089295132462
"14302"	14302	"ENSRNOG00000023079"	0.674153372071312
"14303"	14303	"ENSRNOG00000023081"	0.441099079741173
"14304"	14304	"ENSRNOG00000023085"	0.018236658229339
"14305"	14305	"ENSRNOG00000023086"	0.9533645833452
"14306"	14306	"ENSRNOG00000023089"	0.0747412103472118
"14307"	14307	"ENSRNOG00000023090"	NA
"14308"	14308	"ENSRNOG00000023091"	0.441099079741173
"14309"	14309	"ENSRNOG00000023092"	0.619191433142401
"14310"	14310	"ENSRNOG00000023093"	0.546528872152393
"14311"	14311	"ENSRNOG00000023094"	0.638836822395676
"14312"	14312	"ENSRNOG00000023095"	0.385959068832001
"14313"	14313	"ENSRNOG00000023098"	0.073842933955355
"14314"	14314	"ENSRNOG00000023100"	0.970437363521915
"14315"	14315	"ENSRNOG00000023101"	0.756524306047943
"14316"	14316	"ENSRNOG00000023106"	NA
"14317"	14317	"ENSRNOG00000023107"	0.987464888681461
"14318"	14318	"ENSRNOG00000023109"	0.123164417198276
"14319"	14319	"ENSRNOG00000023112"	0.245960260715409
"14320"	14320	"ENSRNOG00000023115"	NA
"14321"	14321	"ENSRNOG00000023116"	0.469921237879364
"14322"	14322	"ENSRNOG00000023119"	NA
"14323"	14323	"ENSRNOG00000023121"	NA
"14324"	14324	"ENSRNOG00000023122"	0.36758788866648
"14325"	14325	"ENSRNOG00000023126"	0.554916212260962
"14326"	14326	"ENSRNOG00000023127"	0.0212591055300802
"14327"	14327	"ENSRNOG00000023129"	0.833027577501426
"14328"	14328	"ENSRNOG00000023130"	0.744638220946978
"14329"	14329	"ENSRNOG00000023132"	0.180132901435328
"14330"	14330	"ENSRNOG00000023135"	NA
"14331"	14331	"ENSRNOG00000023136"	NA
"14332"	14332	"ENSRNOG00000023138"	0.290855091619685
"14333"	14333	"ENSRNOG00000023140"	0.869793130126614
"14334"	14334	"ENSRNOG00000023143"	0.334482609533002
"14335"	14335	"ENSRNOG00000023148"	0.558772229777394
"14336"	14336	"ENSRNOG00000023150"	0.120262560226279
"14337"	14337	"ENSRNOG00000023151"	0.987277268017411
"14338"	14338	"ENSRNOG00000023152"	0.125041975209569
"14339"	14339	"ENSRNOG00000023154"	NA
"14340"	14340	"ENSRNOG00000023162"	0.405724539140985
"14341"	14341	"ENSRNOG00000023163"	0.852054195532634
"14342"	14342	"ENSRNOG00000023172"	0.295457131888267
"14343"	14343	"ENSRNOG00000023176"	0.195914959370192
"14344"	14344	"ENSRNOG00000023177"	0.842864929491586
"14345"	14345	"ENSRNOG00000023181"	0.607679953721991
"14346"	14346	"ENSRNOG00000023182"	0.197689046244137
"14347"	14347	"ENSRNOG00000023187"	0.277575504582178
"14348"	14348	"ENSRNOG00000023189"	NA
"14349"	14349	"ENSRNOG00000023194"	0.788841119076898
"14350"	14350	"ENSRNOG00000023195"	0.337288012366891
"14351"	14351	"ENSRNOG00000023197"	0.615596605075367
"14352"	14352	"ENSRNOG00000023201"	0.0987732832756629
"14353"	14353	"ENSRNOG00000023202"	0.260149578860782
"14354"	14354	"ENSRNOG00000023206"	0.56296091988823
"14355"	14355	"ENSRNOG00000023208"	0.377881858514899
"14356"	14356	"ENSRNOG00000023209"	0.0537486174570218
"14357"	14357	"ENSRNOG00000023210"	0.85811649401064
"14358"	14358	"ENSRNOG00000023213"	0.969767189972832
"14359"	14359	"ENSRNOG00000023214"	0.0149469209070742
"14360"	14360	"ENSRNOG00000023216"	0.33369303035493
"14361"	14361	"ENSRNOG00000023220"	0.0601927125025117
"14362"	14362	"ENSRNOG00000023225"	NA
"14363"	14363	"ENSRNOG00000023226"	0.149589492479426
"14364"	14364	"ENSRNOG00000023227"	0.619138579542043
"14365"	14365	"ENSRNOG00000023230"	0.562370224825744
"14366"	14366	"ENSRNOG00000023233"	0.124070667098371
"14367"	14367	"ENSRNOG00000023236"	0.239874437934226
"14368"	14368	"ENSRNOG00000023237"	0.138569643756433
"14369"	14369	"ENSRNOG00000023238"	0.397030045661159
"14370"	14370	"ENSRNOG00000023242"	0.908773164137046
"14371"	14371	"ENSRNOG00000023256"	0.441099079741173
"14372"	14372	"ENSRNOG00000023257"	0.939746047516621
"14373"	14373	"ENSRNOG00000023258"	0.198916946196449
"14374"	14374	"ENSRNOG00000023260"	NA
"14375"	14375	"ENSRNOG00000023261"	0.802342121891794
"14376"	14376	"ENSRNOG00000023262"	0.52095758260679
"14377"	14377	"ENSRNOG00000023269"	0.686254839404199
"14378"	14378	"ENSRNOG00000023271"	0.078308364584496
"14379"	14379	"ENSRNOG00000023272"	0.822434309736041
"14380"	14380	"ENSRNOG00000023274"	0.0239731236061183
"14381"	14381	"ENSRNOG00000023278"	0.041269380018429
"14382"	14382	"ENSRNOG00000023280"	0.784349387887696
"14383"	14383	"ENSRNOG00000023285"	0.42738074706583
"14384"	14384	"ENSRNOG00000023286"	0.504717472830036
"14385"	14385	"ENSRNOG00000023289"	0.802332078748693
"14386"	14386	"ENSRNOG00000023290"	0.535866624290604
"14387"	14387	"ENSRNOG00000023291"	0.414353934834052
"14388"	14388	"ENSRNOG00000023294"	NA
"14389"	14389	"ENSRNOG00000023296"	0.0441015757681605
"14390"	14390	"ENSRNOG00000023299"	0.0511032625666439
"14391"	14391	"ENSRNOG00000023300"	0.424680962367027
"14392"	14392	"ENSRNOG00000023302"	0.554216494579421
"14393"	14393	"ENSRNOG00000023303"	0.037137455565267
"14394"	14394	"ENSRNOG00000023304"	0.726046077412474
"14395"	14395	"ENSRNOG00000023309"	0.713814982323012
"14396"	14396	"ENSRNOG00000023312"	0.682988796000499
"14397"	14397	"ENSRNOG00000023313"	0.133698507254581
"14398"	14398	"ENSRNOG00000023314"	NA
"14399"	14399	"ENSRNOG00000023316"	0.993256975792478
"14400"	14400	"ENSRNOG00000023317"	0.078045169996488
"14401"	14401	"ENSRNOG00000023318"	0.667949698171059
"14402"	14402	"ENSRNOG00000023320"	0.682403973056885
"14403"	14403	"ENSRNOG00000023322"	0.927063542514134
"14404"	14404	"ENSRNOG00000023330"	0.258122871160145
"14405"	14405	"ENSRNOG00000023333"	0.499093081649798
"14406"	14406	"ENSRNOG00000023334"	0.0931106029753805
"14407"	14407	"ENSRNOG00000023335"	0.321939021132683
"14408"	14408	"ENSRNOG00000023336"	0.38623686563354
"14409"	14409	"ENSRNOG00000023337"	0.524446835130744
"14410"	14410	"ENSRNOG00000023338"	0.653575741445302
"14411"	14411	"ENSRNOG00000023340"	0.766818973457795
"14412"	14412	"ENSRNOG00000023341"	0.758009277061859
"14413"	14413	"ENSRNOG00000023342"	NA
"14414"	14414	"ENSRNOG00000023344"	0.488254448568027
"14415"	14415	"ENSRNOG00000023346"	0.753223668135227
"14416"	14416	"ENSRNOG00000023348"	0.482324324798969
"14417"	14417	"ENSRNOG00000023350"	0.893244932380713
"14418"	14418	"ENSRNOG00000023351"	0.254610208016114
"14419"	14419	"ENSRNOG00000023352"	0.0227812474601089
"14420"	14420	"ENSRNOG00000023356"	0.987132334151636
"14421"	14421	"ENSRNOG00000023360"	0.704764377316312
"14422"	14422	"ENSRNOG00000023363"	0.99602722092489
"14423"	14423	"ENSRNOG00000023365"	0.591822712605566
"14424"	14424	"ENSRNOG00000023366"	0.92605847076718
"14425"	14425	"ENSRNOG00000023367"	0.423329674553004
"14426"	14426	"ENSRNOG00000023369"	0.220839816200279
"14427"	14427	"ENSRNOG00000023370"	0.114472206465325
"14428"	14428	"ENSRNOG00000023372"	0.839308556452452
"14429"	14429	"ENSRNOG00000023373"	0.12132119812279
"14430"	14430	"ENSRNOG00000023374"	0.570795966130862
"14431"	14431	"ENSRNOG00000023375"	0.406967357230834
"14432"	14432	"ENSRNOG00000023376"	0.00154386699502905
"14433"	14433	"ENSRNOG00000023381"	0.456818631462086
"14434"	14434	"ENSRNOG00000023382"	NA
"14435"	14435	"ENSRNOG00000023383"	0.231173781519636
"14436"	14436	"ENSRNOG00000023384"	NA
"14437"	14437	"ENSRNOG00000023385"	0.466153889683997
"14438"	14438	"ENSRNOG00000023386"	0.218216526058327
"14439"	14439	"ENSRNOG00000023387"	0.904086890968123
"14440"	14440	"ENSRNOG00000023389"	0.485868872053776
"14441"	14441	"ENSRNOG00000023393"	0.395010443433838
"14442"	14442	"ENSRNOG00000023395"	0.55393796288032
"14443"	14443	"ENSRNOG00000023397"	0.306139671566725
"14444"	14444	"ENSRNOG00000023400"	0.191413693541899
"14445"	14445	"ENSRNOG00000023401"	NA
"14446"	14446	"ENSRNOG00000023402"	0.912050803296539
"14447"	14447	"ENSRNOG00000023403"	0.0488472073893946
"14448"	14448	"ENSRNOG00000023404"	0.146302482336613
"14449"	14449	"ENSRNOG00000023407"	0.167543155988977
"14450"	14450	"ENSRNOG00000023410"	0.119226694832801
"14451"	14451	"ENSRNOG00000023411"	0.861593654212074
"14452"	14452	"ENSRNOG00000023412"	0.191423201069397
"14453"	14453	"ENSRNOG00000023413"	0.594928846292306
"14454"	14454	"ENSRNOG00000023414"	NA
"14455"	14455	"ENSRNOG00000023415"	0.441099079741174
"14456"	14456	"ENSRNOG00000023418"	0.441099079741173
"14457"	14457	"ENSRNOG00000023421"	0.0788672245431133
"14458"	14458	"ENSRNOG00000023423"	0.666669241777313
"14459"	14459	"ENSRNOG00000023427"	0.112038174287906
"14460"	14460	"ENSRNOG00000023428"	0.0737477360384001
"14461"	14461	"ENSRNOG00000023430"	0.441099079741173
"14462"	14462	"ENSRNOG00000023431"	0.243825065626927
"14463"	14463	"ENSRNOG00000023433"	0.428555789933695
"14464"	14464	"ENSRNOG00000023434"	0.209386100370307
"14465"	14465	"ENSRNOG00000023436"	0.441099079741174
"14466"	14466	"ENSRNOG00000023438"	0.918722060082869
"14467"	14467	"ENSRNOG00000023440"	0.0156949708933395
"14468"	14468	"ENSRNOG00000023445"	NA
"14469"	14469	"ENSRNOG00000023446"	0.0934998441896694
"14470"	14470	"ENSRNOG00000023449"	0.397809102914602
"14471"	14471	"ENSRNOG00000023452"	0.480657521256403
"14472"	14472	"ENSRNOG00000023453"	0.907058051597271
"14473"	14473	"ENSRNOG00000023455"	0.400178859061496
"14474"	14474	"ENSRNOG00000023456"	0.0592403731527623
"14475"	14475	"ENSRNOG00000023457"	0.956767265248484
"14476"	14476	"ENSRNOG00000023458"	0.484856117748282
"14477"	14477	"ENSRNOG00000023459"	0.650668893086802
"14478"	14478	"ENSRNOG00000023460"	0.61725520312959
"14479"	14479	"ENSRNOG00000023461"	0.0706933334012889
"14480"	14480	"ENSRNOG00000023463"	0.0533130327101872
"14481"	14481	"ENSRNOG00000023465"	0.845666397496772
"14482"	14482	"ENSRNOG00000023467"	0.392115625471456
"14483"	14483	"ENSRNOG00000023469"	NA
"14484"	14484	"ENSRNOG00000023473"	0.903546844546902
"14485"	14485	"ENSRNOG00000023474"	0.450876901704611
"14486"	14486	"ENSRNOG00000023476"	0.442711217346991
"14487"	14487	"ENSRNOG00000023477"	0.591301444690275
"14488"	14488	"ENSRNOG00000023480"	0.269296369985451
"14489"	14489	"ENSRNOG00000023483"	0.784905654221454
"14490"	14490	"ENSRNOG00000023484"	0.291444322259026
"14491"	14491	"ENSRNOG00000023485"	0.533359875153815
"14492"	14492	"ENSRNOG00000023492"	0.238007628672507
"14493"	14493	"ENSRNOG00000023493"	0.168485660301446
"14494"	14494	"ENSRNOG00000023494"	0.350772339934302
"14495"	14495	"ENSRNOG00000023496"	0.319106795467123
"14496"	14496	"ENSRNOG00000023497"	0.842895951285051
"14497"	14497	"ENSRNOG00000023504"	0.568562823255063
"14498"	14498	"ENSRNOG00000023507"	0.441099079741174
"14499"	14499	"ENSRNOG00000023508"	0.974895871521529
"14500"	14500	"ENSRNOG00000023509"	0.241866083355326
"14501"	14501	"ENSRNOG00000023511"	NA
"14502"	14502	"ENSRNOG00000023520"	0.80396950537942
"14503"	14503	"ENSRNOG00000023521"	0.414984267586598
"14504"	14504	"ENSRNOG00000023527"	0.335577961167779
"14505"	14505	"ENSRNOG00000023528"	0.425791602278963
"14506"	14506	"ENSRNOG00000023529"	0.528832114086803
"14507"	14507	"ENSRNOG00000023530"	0.156128638476223
"14508"	14508	"ENSRNOG00000023531"	0.634209958787332
"14509"	14509	"ENSRNOG00000023532"	0.875187646491198
"14510"	14510	"ENSRNOG00000023533"	0.934978663480995
"14511"	14511	"ENSRNOG00000023534"	0.906396208061886
"14512"	14512	"ENSRNOG00000023536"	0.459486226725093
"14513"	14513	"ENSRNOG00000023538"	0.981237813652645
"14514"	14514	"ENSRNOG00000023539"	0.337718929655042
"14515"	14515	"ENSRNOG00000023540"	0.231887055260792
"14516"	14516	"ENSRNOG00000023541"	0.298404643311565
"14517"	14517	"ENSRNOG00000023543"	0.734109688964182
"14518"	14518	"ENSRNOG00000023546"	0.0468298039889619
"14519"	14519	"ENSRNOG00000023547"	0.905268487351934
"14520"	14520	"ENSRNOG00000023548"	0.0834528930668498
"14521"	14521	"ENSRNOG00000023549"	0.840751930186541
"14522"	14522	"ENSRNOG00000023551"	0.87229780388795
"14523"	14523	"ENSRNOG00000023554"	0.960824541011296
"14524"	14524	"ENSRNOG00000023557"	0.105836617865324
"14525"	14525	"ENSRNOG00000023558"	0.828019938821343
"14526"	14526	"ENSRNOG00000023561"	0.82106565401114
"14527"	14527	"ENSRNOG00000023562"	NA
"14528"	14528	"ENSRNOG00000023563"	NA
"14529"	14529	"ENSRNOG00000023564"	0.441099079741173
"14530"	14530	"ENSRNOG00000023566"	0.985955789363651
"14531"	14531	"ENSRNOG00000023568"	0.133346626407621
"14532"	14532	"ENSRNOG00000023570"	NA
"14533"	14533	"ENSRNOG00000023571"	NA
"14534"	14534	"ENSRNOG00000023573"	0.604032411286998
"14535"	14535	"ENSRNOG00000023576"	0.297772019037925
"14536"	14536	"ENSRNOG00000023577"	0.464437593747721
"14537"	14537	"ENSRNOG00000023578"	NA
"14538"	14538	"ENSRNOG00000023579"	0.299104867900213
"14539"	14539	"ENSRNOG00000023586"	0.188368770045835
"14540"	14540	"ENSRNOG00000023587"	0.860612599667848
"14541"	14541	"ENSRNOG00000023588"	0.0870895568787882
"14542"	14542	"ENSRNOG00000023589"	0.904837444273936
"14543"	14543	"ENSRNOG00000023591"	0.49434319775495
"14544"	14544	"ENSRNOG00000023593"	0.0671609013993589
"14545"	14545	"ENSRNOG00000023595"	0.309903367629778
"14546"	14546	"ENSRNOG00000023599"	0.549731521982092
"14547"	14547	"ENSRNOG00000023601"	0.683991599908338
"14548"	14548	"ENSRNOG00000023603"	0.491585050825689
"14549"	14549	"ENSRNOG00000023605"	0.463063363081198
"14550"	14550	"ENSRNOG00000023612"	NA
"14551"	14551	"ENSRNOG00000023614"	0.528888958368812
"14552"	14552	"ENSRNOG00000023622"	NA
"14553"	14553	"ENSRNOG00000023626"	0.118713917519271
"14554"	14554	"ENSRNOG00000023627"	0.971865118867438
"14555"	14555	"ENSRNOG00000023628"	0.0761494740432658
"14556"	14556	"ENSRNOG00000023629"	0.136367638547058
"14557"	14557	"ENSRNOG00000023633"	0.61337843556673
"14558"	14558	"ENSRNOG00000023637"	0.287330019577625
"14559"	14559	"ENSRNOG00000023639"	0.586988377518724
"14560"	14560	"ENSRNOG00000023640"	0.30758634830229
"14561"	14561	"ENSRNOG00000023643"	0.99864717421957
"14562"	14562	"ENSRNOG00000023646"	0.753987936445955
"14563"	14563	"ENSRNOG00000023647"	0.403632611984936
"14564"	14564	"ENSRNOG00000023650"	0.648292174797492
"14565"	14565	"ENSRNOG00000023651"	0.958097641136133
"14566"	14566	"ENSRNOG00000023653"	0.704037725666371
"14567"	14567	"ENSRNOG00000023656"	NA
"14568"	14568	"ENSRNOG00000023657"	0.0859133387493302
"14569"	14569	"ENSRNOG00000023659"	0.569755733863676
"14570"	14570	"ENSRNOG00000023661"	0.516668908428479
"14571"	14571	"ENSRNOG00000023664"	0.259788679144921
"14572"	14572	"ENSRNOG00000023667"	0.441099079741173
"14573"	14573	"ENSRNOG00000023668"	0.30675766982813
"14574"	14574	"ENSRNOG00000023672"	NA
"14575"	14575	"ENSRNOG00000023679"	0.211763306912549
"14576"	14576	"ENSRNOG00000023682"	NA
"14577"	14577	"ENSRNOG00000023683"	0.137767393195333
"14578"	14578	"ENSRNOG00000023684"	0.473451889816159
"14579"	14579	"ENSRNOG00000023686"	0.606294564782377
"14580"	14580	"ENSRNOG00000023687"	0.682319364460826
"14581"	14581	"ENSRNOG00000023688"	0.708541186303732
"14582"	14582	"ENSRNOG00000023690"	NA
"14583"	14583	"ENSRNOG00000023698"	0.757243982365186
"14584"	14584	"ENSRNOG00000023700"	0.808882070390451
"14585"	14585	"ENSRNOG00000023707"	0.56442328324136
"14586"	14586	"ENSRNOG00000023708"	0.0286187860679679
"14587"	14587	"ENSRNOG00000023709"	NA
"14588"	14588	"ENSRNOG00000023712"	0.44442604896114
"14589"	14589	"ENSRNOG00000023715"	0.867416599263776
"14590"	14590	"ENSRNOG00000023718"	NA
"14591"	14591	"ENSRNOG00000023720"	0.189254368947237
"14592"	14592	"ENSRNOG00000023721"	0.806721617771333
"14593"	14593	"ENSRNOG00000023722"	NA
"14594"	14594	"ENSRNOG00000023725"	0.097497802322435
"14595"	14595	"ENSRNOG00000023726"	0.548317395829874
"14596"	14596	"ENSRNOG00000023732"	NA
"14597"	14597	"ENSRNOG00000023733"	0.0379770936873347
"14598"	14598	"ENSRNOG00000023738"	0.362267406333109
"14599"	14599	"ENSRNOG00000023739"	NA
"14600"	14600	"ENSRNOG00000023742"	0.441099079741173
"14601"	14601	"ENSRNOG00000023746"	0.768090134943169
"14602"	14602	"ENSRNOG00000023747"	0.53731426484277
"14603"	14603	"ENSRNOG00000023753"	0.263733756913673
"14604"	14604	"ENSRNOG00000023760"	0.293349710209481
"14605"	14605	"ENSRNOG00000023762"	0.867935560509654
"14606"	14606	"ENSRNOG00000023764"	0.289113561890717
"14607"	14607	"ENSRNOG00000023765"	0.353921499874365
"14608"	14608	"ENSRNOG00000023767"	0.441099079741173
"14609"	14609	"ENSRNOG00000023768"	0.573038303481377
"14610"	14610	"ENSRNOG00000023770"	0.116422331156849
"14611"	14611	"ENSRNOG00000023774"	0.441099079741172
"14612"	14612	"ENSRNOG00000023778"	0.57549564315332
"14613"	14613	"ENSRNOG00000023779"	0.474405442711192
"14614"	14614	"ENSRNOG00000023781"	0.344623054314594
"14615"	14615	"ENSRNOG00000023782"	0.0496356693779563
"14616"	14616	"ENSRNOG00000023786"	0.42179179006493
"14617"	14617	"ENSRNOG00000023789"	0.747264980985885
"14618"	14618	"ENSRNOG00000023791"	NA
"14619"	14619	"ENSRNOG00000023794"	0.959732185767848
"14620"	14620	"ENSRNOG00000023797"	NA
"14621"	14621	"ENSRNOG00000023799"	0.213912953079656
"14622"	14622	"ENSRNOG00000023803"	0.559958874261733
"14623"	14623	"ENSRNOG00000023805"	0.500143685804357
"14624"	14624	"ENSRNOG00000023807"	0.271264636015897
"14625"	14625	"ENSRNOG00000023809"	0.660251271058215
"14626"	14626	"ENSRNOG00000023812"	0.317087792358289
"14627"	14627	"ENSRNOG00000023814"	0.706120976894913
"14628"	14628	"ENSRNOG00000023816"	0.503700516741367
"14629"	14629	"ENSRNOG00000023819"	0.441099079741173
"14630"	14630	"ENSRNOG00000023821"	NA
"14631"	14631	"ENSRNOG00000023824"	0.411107392270939
"14632"	14632	"ENSRNOG00000023828"	0.104056830200892
"14633"	14633	"ENSRNOG00000023829"	0.553865040369936
"14634"	14634	"ENSRNOG00000023830"	0.00865864561014682
"14635"	14635	"ENSRNOG00000023831"	0.611270926190008
"14636"	14636	"ENSRNOG00000023833"	NA
"14637"	14637	"ENSRNOG00000023837"	0.324188630583154
"14638"	14638	"ENSRNOG00000023840"	0.0966721695132328
"14639"	14639	"ENSRNOG00000023841"	0.0779637293082671
"14640"	14640	"ENSRNOG00000023842"	0.909369694829909
"14641"	14641	"ENSRNOG00000023843"	NA
"14642"	14642	"ENSRNOG00000023845"	0.250928956694732
"14643"	14643	"ENSRNOG00000023847"	NA
"14644"	14644	"ENSRNOG00000023850"	0.624161444936455
"14645"	14645	"ENSRNOG00000023851"	0.956591642188946
"14646"	14646	"ENSRNOG00000023853"	0.848502789745297
"14647"	14647	"ENSRNOG00000023856"	0.592899038409287
"14648"	14648	"ENSRNOG00000023858"	0.256549912613456
"14649"	14649	"ENSRNOG00000023861"	0.973797119021152
"14650"	14650	"ENSRNOG00000023862"	0.886744968684495
"14651"	14651	"ENSRNOG00000023863"	0.961006219888177
"14652"	14652	"ENSRNOG00000023869"	NA
"14653"	14653	"ENSRNOG00000023870"	0.191476486687367
"14654"	14654	"ENSRNOG00000023873"	0.986137791700471
"14655"	14655	"ENSRNOG00000023874"	0.922898258794723
"14656"	14656	"ENSRNOG00000023876"	0.105480648268905
