chr,bin,start,end,mean_female,mean_estradiol,female_cov,estradiol_cov,slope_clusters,num_cpg
chr17,16185,60290163,60290165,0.552,0.761,11,15,0.0104666998304602,4
chr17,16186,60290856,60290858,0.582,0.847,20,37,0.0325276158971964,7
chr17,16187,60398208,60398210,0.67,0.882,16,14,0.00120589723044551,3
chr17,16190,60474685,60474687,0.451,0.668,56,78,0.0886788949158325,21
chr17,16191,60486092,60486094,0.522,0.729,24,37,0.123725219501024,7
chr17,16192,60542472,60542474,0.312,0.518,23,46,0.0107927908470415,8
chr17,16193,60761832,60761834,0.536,0.738,11,17,0.0109375846602157,3
chr17,16195,60829844,60829846,0.732,0.926,8,18,0.00374041463107277,4
chr17,16197,60944144,60944146,0.354,0.607,25,55,0.259361911656119,7
chr17,16199,61169739,61169741,0.658,0.466,18,30,0.0766467903822389,8
chr17,16201,61334148,61334150,0.663,0.864,6,7,0.00483531636843404,3
chr17,16205,62054987,62054989,0.732,0.946,14,24,0.0005421569751769,5
chr17,16207,62305089,62305091,0.638,0.852,16,14,0.000189852412752489,6
chr17,16209,62399738,62399740,0.632,0.885,9,20,0.0166809803553051,5
chr17,16214,63124162,63124164,0.496,0.757,15,28,0.0336173827781038,4
chr17,16215,63155682,63155684,0.591,0.798,20,32,0.000715667355035698,9
chr17,16216,63172045,63172047,0.542,0.76,17,43,0.0152440267964181,4
chr17,16220,63306859,63306861,0.751,0.946,7,5,0.00910822887654206,3
chr17,16221,63334865,63334867,0.642,0.858,36,63,0.26196493384994,9
chr17,16222,63374165,63374167,0.731,0.934,31,39,0.00165284302836499,9
chr17,16225,63546990,63546992,0.919,0.727,12,15,0.00115351436696376,4
chr17,16226,63547639,63547641,0.913,0.686,13,12,0.00300468521439967,3
chr17,16227,63548190,63548192,0.898,0.666,16,38,0.00442162091361187,7
chr17,16229,63909147,63909149,0.889,0.627,6,14,0.00112658445535874,3
chr17,16230,63910647,63910649,0.702,0.442,15,21,0.0220968183700423,6
chr17,16234,63934631,63934633,0.562,0.361,7,23,0.0138041934773534,5
chr17,16235,63935132,63935134,0.549,0.32,13,28,0.0024934606358688,6
chr17,16237,63997544,63997546,0.641,0.426,30,56,0.066823996847676,10
chr17,16242,64644833,64644835,0.455,0.722,11,20,0.0123613260665769,5
chr17,16244,64646740,64646742,0.534,0.78,10,10,0.0025370529519112,3
chr17,16249,64931420,64931422,0.666,0.907,11,28,0.0151908102717764,6
chr17,16252,65354955,65354957,0.55,0.82,13,24,0.00774909612074492,4
chr17,16253,65355831,65355833,0.446,0.778,4,9,0.0201799336184625,4
chr17,16255,65357954,65357956,0.444,0.727,5,14,0.00764212403650133,3
chr17,16257,65381471,65381473,0.725,0.527,13,20,0.00132982430324713,5
chr17,16264,66168924,66168926,0.883,0.679,15,22,0.000151462136205649,3
chr17,16265,66169624,66169626,0.891,0.691,30,40,0.00177941807634507,5
chr17,16266,66285360,66285362,0.452,0.717,15,11,0.0120442774185859,8
chr17,16272,67207791,67207793,0.728,0.453,47,96,0.0126693351000933,26
chr17,16274,67369176,67369178,0.704,0.444,22,56,0.00057920471351014,10
chr17,16276,67467984,67467986,0.896,0.695,15,26,0.00112505094643967,4
chr17,16279,67903917,67903919,0.217,0.018,22,16,0.016754769570737,8
chr17,16280,67906215,67906217,0.575,0.821,29,62,0.219667812365263,10
chr17,16285,68502858,68502860,0.875,0.652,13,16,0.00514531075892666,3
chr17,16286,68664705,68664707,0.898,0.713,8,11,0.00798466474940018,4
chr17,16288,68819137,68819139,0.875,0.685,29,56,0.000345137479273783,10
chr17,16291,69012995,69012997,0.821,0.528,47,77,0.0137752308016451,14
chr17,16292,69118012,69118014,0.686,0.881,11,29,0.000544963666329168,4
chr17,16293,69144411,69144413,0.864,0.661,6,6,0.00103736810176003,3
chr17,16296,69323250,69323252,0.767,0.968,10,21,0.00533687952577488,4
chr17,16297,69362248,69362250,0.591,0.808,21,30,0.000549741415291183,4
chr17,16298,69362873,69362875,0.456,0.817,8,12,0.000755871541383124,3
chr17,16299,69363970,69363972,0.192,0.662,4,11,0.0374319375981429,4
chr17,16301,69462894,69462896,0.885,0.673,8,12,0.000256959625724251,4
chr17,16302,69942353,69942355,0.482,0.72,25,29,0.0210635096716264,9
chr17,16303,69991171,69991173,0.382,0.623,7,18,0.228475794918579,4
chr17,16304,70137518,70137520,0.535,0.742,13,12,0.0225687701260733,5
chr17,16305,70144210,70144212,0.734,0.479,19,50,0.0526940165566,8
chr17,16307,70158093,70158095,0.414,0.645,15,39,0.114124317955552,7
chr17,16308,70232977,70232979,0.505,0.286,4,11,0.180852727019096,3
chr17,16309,70244873,70244875,0.622,0.362,17,30,0.128019008558271,5
chr17,16313,70326659,70326661,0.676,0.913,8,23,0.200061385681644,3
chr17,16314,70376582,70376584,0.594,0.8,26,51,0.0046972674452932,21
chr17,16315,70399924,70399926,0.896,0.605,9,13,0.437946158972016,5
chr17,16316,70650330,70650332,0.455,0.764,8,19,0.108737255265639,3
chr17,16317,70682370,70682372,0.594,0.801,11,25,0.121580660029985,3
chr17,16319,70759929,70759931,0.262,0.519,20,49,0.0789776912078247,6
chr17,16320,70760469,70760471,0.518,0.863,15,21,0.057983932691032,4
chr17,16322,70884027,70884029,0.501,0.705,38,77,0.00927208129264301,8
chr17,16323,70922031,70922033,0.327,0.524,4,9,0.00741862076002719,3
chr17,16325,71086775,71086777,0.531,0.758,44,61,0.00525052129515113,9
chr17,16328,71146532,71146534,0.695,0.342,9,20,0.0428909156075027,5
chr17,16329,71147305,71147307,0.794,0.551,6,5,0.0132429345468241,4
chr17,16332,71310342,71310344,0.563,0.351,10,10,0.0112919722452712,3
chr17,16334,71385901,71385903,0.76,0.55,21,30,0.0192607908745541,7
chr17,16336,71442809,71442811,0.637,0.846,18,30,0.00319566773808733,5
chr17,16337,71489825,71489827,0.706,0.47,40,68,0.355320523207775,12
chr17,16338,71552059,71552061,0.426,0.637,25,52,0.0415237233506659,8
chr17,16339,71579798,71579800,0.61,0.835,14,25,0.0385369036813505,3
chr17,16340,71585000,71585002,0.639,0.87,33,42,0.0184578261007134,13
chr17,16341,71595722,71595724,0.726,0.924,23,40,0.0343136427571034,11
chr17,16343,71657495,71657497,0.784,0.586,20,18,0.00869629657852955,6
chr17,16344,71700264,71700266,0.909,0.673,21,35,0.0237086599385354,6
chr17,16345,71701208,71701210,0.95,0.732,15,22,0.00458436957771158,5
chr17,16346,71766295,71766297,0.618,0.827,5,22,0.0553393429066007,5
chr17,16348,71848571,71848573,0.724,0.539,33,26,0.0144913598303178,7
chr17,16350,71913338,71913340,0.837,0.542,19,19,0.0192143291436176,7
chr17,16354,71986882,71986884,0.538,0.748,6,40,0.0134169762086555,3
chr17,16356,72147681,72147683,0.622,0.888,13,39,0.00847979037235425,4
chr17,16357,72148323,72148325,0.609,0.863,18,5,0.000437979564528401,4
chr17,16358,72148895,72148897,0.618,0.827,10,13,0.0047017159307734,3
chr17,16359,72257526,72257528,0.49,0.813,30,55,0.114928619791927,8
chr17,16360,72436503,72436505,0.703,0.474,21,53,0.159758119274278,10
chr17,16361,72814189,72814191,0.913,0.706,21,16,0.00654871860531014,6
chr17,16362,72815098,72815100,0.898,0.689,12,22,0.00678863562318854,5
chr17,16365,73358184,73358186,0.725,0.937,13,29,0.00580981194521268,6
chr17,16369,74419108,74419110,0.426,0.693,22,38,0.000498474560761353,11
chr17,16371,74423558,74423560,0.567,0.769,13,7,0.017470801866977,5
chr17,16372,75007811,75007813,0.64,0.891,49,54,0.0178719170113084,13
chr17,16373,75008579,75008581,0.634,0.85,6,10,0.0180626029677611,3
chr17,16374,75013190,75013192,0.709,0.926,8,18,0.0137728747951302,3
chr17,16379,75100985,75100987,0.725,0.456,9,9,0.00450589250405875,5
chr17,16380,75101846,75101848,0.757,0.537,9,15,0.0235244345474112,5
chr17,16383,75436325,75436327,0.636,0.868,30,39,0.00448528708951912,11
chr17,16385,75441591,75441593,0.62,0.904,6,16,0.000191521431516017,5
chr17,16386,75465767,75465769,0.874,0.681,12,13,0.00612313203558967,3
chr17,16388,75550924,75550926,0.722,0.537,6,13,0.00899588401605644,3
chr17,16391,75654205,75654207,0.477,0.68,15,19,0.0416389806338277,4
chr17,16392,75677401,75677403,0.57,0.788,20,38,0.00343914544734525,7
chr17,16395,75885066,75885068,0.593,0.373,12,17,0.0873022288344212,3
chr17,16397,75899939,75899941,0.958,0.756,6,9,1.73105229007708e-05,4
chr17,16402,75950706,75950708,0.95,0.753,10,16,0.0132396138049433,4
chr17,16403,75955421,75955423,0.843,0.643,18,60,0.0139301155247881,7
chr17,16404,76002590,76002592,0.248,0.022,24,21,0.0050170072720036,8
chr17,16405,76018890,76018892,0.659,0.446,21,59,0.105706236731547,8
chr17,16406,76032783,76032785,0.813,0.552,27,23,0.234052555090135,6
chr17,16407,76286222,76286224,0.031,0.311,7,18,0.02546417577382,3
chr17,16410,76408481,76408483,0.617,0.855,9,15,0.0478495711771169,4
chr17,16412,76449524,76449526,0.954,0.654,15,30,0.00210728521479464,9
chr17,16413,76450257,76450259,0.957,0.748,20,27,0.000370289832788528,4
chr17,16415,76632793,76632795,0.489,0.293,7,23,0.0255984052224411,3
chr17,16416,76633241,76633243,0.72,0.472,11,24,0.0907200499240696,4
chr17,16417,76669360,76669362,0.876,0.643,26,41,0.312045954066622,10
chr17,16418,76714436,76714438,0.724,0.523,57,95,0.00546930434223269,12
chr17,16422,77192195,77192197,0.724,0.532,5,12,0.00633127283688728,3
chr17,16423,77192630,77192632,0.698,0.501,5,24,0.00675016689616614,5
chr17,16425,77291392,77291394,0.553,0.8,19,22,0.00105424535380949,11
chr17,16426,77297555,77297557,0.734,0.94,4,9,0.00551866948476087,3
chr17,16428,77305985,77305987,0.507,0.741,29,41,0.31402720128488,11
chr17,16429,77342721,77342723,0.199,0.493,30,59,0.255832082943962,9
chr17,16431,77565124,77565126,0.643,0.857,9,25,0.00972212939600492,6
chr17,16432,77600745,77600747,0.698,0.934,21,26,0.00748615262299857,5
chr17,16436,77664152,77664154,0.548,0.756,34,78,0.0218352978539094,15
chr17,16438,77831124,77831126,0.546,0.752,42,93,0.0844820177434165,11
chr17,16439,77939781,77939783,0.58,0.832,13,34,0.0441965462762484,6
chr17,16442,77941637,77941639,0.569,0.798,11,13,0.0107882888956722,4
chr17,16443,77960183,77960185,0.529,0.728,8,10,0.05822953033167,4
chr17,16445,77995343,77995345,0.844,0.639,13,14,0.0445603052887705,4
chr17,16446,78014588,78014590,0.772,0.582,24,27,0.0243453986074198,4
chr17,16448,78132253,78132255,0.859,0.63,14,33,0.00661310251760971,6
chr17,16449,78143731,78143733,0.575,0.818,6,13,0.0737578955777548,3
chr17,16452,78204568,78204570,0.52,0.834,6,10,0.00748932732341512,3
chr17,16454,78359461,78359463,0.795,0.607,24,38,0.00794186159414889,6
chr17,16456,78377687,78377689,0.792,0.553,57,126,0.0533681450087532,18
chr17,16457,78473990,78473992,0.6,0.829,16,19,0.149232453256386,5
chr17,16458,78475143,78475145,0.395,0.192,37,73,0.151207101388723,15
chr17,16461,78594966,78594968,0.333,0.6,39,58,0.34062562691128,16
chr17,16463,78764397,78764399,0.498,0.768,9,12,0.0238107143944034,3
chr17,16464,78810978,78810980,0.292,0.53,7,18,0.0974062926062691,4
chr17,16465,78818316,78818318,0.771,0.414,28,43,0.365943429273073,9
chr17,16469,79044981,79044983,0.962,0.773,8,8,0.00155256029916584,4
chr17,16471,79676999,79677001,0.78,0.519,7,10,0.379816378649768,3
chr17,16472,79799629,79799631,0.718,0.953,11,14,0.0236788860764167,4
chr17,16474,79943564,79943566,0.745,0.552,19,28,0.049313233047616,5
chr17,16475,80032914,80032916,0.608,0.838,12,12,0.0815702142908024,4
chr17,16476,80264006,80264008,0.627,0.876,26,16,0.0149401566725879,7
chr17,16477,80265133,80265135,0.689,0.901,14,11,0.00532845884673849,5
chr17,16478,80614733,80614735,0.583,0.378,8,12,0.0158676618375595,4
chr17,16482,80680751,80680753,0.875,0.677,9,12,0.0135144381925633,3
chr17,16483,80766964,80766966,0.63,0.828,35,57,0.0213297437364294,9
chr17,16485,81083217,81083219,0.836,0.572,19,28,0.00921794142802534,8
chr17,16489,81194280,81194282,0.291,0.664,23,43,0.0510181600583334,8
chr17,16491,81231299,81231301,0.801,0.604,26,25,0.00221614420376703,5
chr17,16493,81243241,81243243,0.965,0.761,20,31,0.015811318892259,9
chr17,16495,81453109,81453111,0.961,0.764,22,46,0.0307628745384243,16
chr17,16499,81671954,81671956,0.645,0.891,24,33,0.0402932673499407,7
chr17,16500,81672665,81672667,0.421,0.708,3,9,0.01661960648078,3
chr17,16501,81757945,81757947,0.965,0.77,5,5,0.000447473369157514,3
chr17,16502,81977224,81977226,0.669,0.863,3,21,0.000145505223536957,3
chr17,16504,82052204,82052206,0.809,0.596,6,13,0.036445872986144,5
chr17,16505,82058709,82058711,0.575,0.357,13,15,0.284277521870529,4
chr17,16506,82060991,82060993,0.634,0.844,12,28,0.215782762547043,5
chr17,16507,82215218,82215220,0.991,0.719,6,14,0.00138966156666553,3
chr17,16513,82697709,82697711,0.587,0.796,3,9,0.000317377495623328,3
chr17,16515,82896463,82896465,0.896,0.7,5,3,0.00254624349644905,3
chr17,16516,82897094,82897096,0.89,0.679,6,7,0.00219217276927275,3
chr17,16517,83168659,83168661,0.703,0.518,10,15,0.000150249999782859,3
chr17,16519,83206594,83206596,0.652,0.934,3,15,0.010744499379906,3
chr17,16521,83224475,83224477,0.711,0.444,4,10,0.0829239664813751,3
chr17,16523,83262584,83262586,0.598,0.813,42,54,0.0584414721079567,13
chr17,16525,83919371,83919373,0.851,0.661,4,12,0.000472269502946654,3
chr17,16528,84285661,84285663,0.404,0.627,15,31,0.0737666346463743,4
chr17,16529,84286413,84286415,0.288,0.531,76,128,0.00737664319090037,23
chr17,16530,84411343,84411345,0.668,0.871,24,25,0.0252069338949079,5
chr17,16531,84482458,84482460,0.298,0.584,15,18,0.0800523115130568,9
chr17,16533,84483943,84483945,0.703,0.909,13,28,0.0134231149447712,4
chr17,16534,84487156,84487158,0.487,0.285,16,11,0.142226506805242,3
chr17,16536,84618154,84618156,0.671,0.489,9,14,0.030739733289037,4
chr17,16537,84664928,84664930,0.452,0.656,14,41,0.108796708278947,5
chr17,16539,84834299,84834301,0.473,0.252,28,50,0.169050659053119,12
chr17,16540,84846399,84846401,0.335,0.593,6,7,0.163513776879127,3
chr17,16542,85141928,85141930,0.894,0.688,8,9,0.162001856702893,3
chr17,16546,85357551,85357553,0.524,0.729,7,14,0.0936129409141515,3
chr17,16547,85359399,85359401,0.407,0.612,36,32,0.290385210978247,6
chr17,16549,85365121,85365123,0.827,0.632,10,24,0.0518957405914564,4
chr17,16551,85392008,85392010,0.344,0.552,12,15,0.0436923949431141,4
chr17,16553,85419885,85419887,0.798,0.601,12,30,0.0204689589305849,3
chr17,16554,85423109,85423111,0.534,0.78,43,43,0.0109442311415154,9
chr17,16555,85427335,85427337,0.548,0.823,42,64,0.00950062235321403,15
chr17,16558,85692864,85692866,0.503,0.761,27,30,0.0381483261516313,9
chr17,16559,85700447,85700449,0.696,0.915,22,26,0.011586723132884,5
chr17,16560,85786731,85786733,0.605,0.84,13,16,0.0523486338895408,6
chr17,16561,85787680,85787682,0.543,0.758,14,30,0.00821815169262852,6
chr17,16562,85828514,85828516,0.877,0.607,8,9,0.0097193099482249,3
chr17,16564,85946397,85946399,0.522,0.721,8,23,0.0372214030692761,3
chr17,16565,85986896,85986898,0.78,0.529,16,24,0.0119304664799573,4
chr17,16566,86041313,86041315,0.464,0.69,45,58,0.247872600598993,10
chr17,16567,86063061,86063063,0.411,0.61,3,8,0.0152188066772168,3
chr17,16569,86181655,86181657,0.712,0.52,7,8,0.0523416793328072,3
chr17,16576,86956398,86956400,0.535,0.752,7,11,0.00493202274987936,3
chr17,16577,87208356,87208358,0.526,0.235,86,171,0.106613558544411,28
chr17,16578,87277002,87277004,0.871,0.685,17,18,0.000684452353348686,6
chr17,16582,87353625,87353627,0.675,0.874,10,7,0.0107272878715426,4
chr17,16583,87627249,87627251,0.499,0.723,41,60,0.0173515601587476,13
chr17,16584,87792014,87792016,0.594,0.81,29,47,0.0404457362797275,11
chr17,16585,87839361,87839363,0.386,0.591,5,6,0.00120374444931626,3
chr17,16586,87839842,87839844,0.446,0.65,8,12,0.0228910036585512,5
chr17,16587,87843483,87843485,0.305,0.532,9,24,0.0389683007795629,5
chr17,16590,87903597,87903599,0.825,0.619,33,40,0.237346753329734,12
chr17,16595,88044794,88044796,0.934,0.747,25,27,0.01084856659498,6
chr17,16598,88181780,88181782,0.71,0.904,10,18,0.000634158837033993,3
chr17,16601,88489597,88489599,0.625,0.847,19,21,0.0117713202682629,6
chr17,16602,88707995,88707997,0.648,0.466,14,25,0.0362035691568402,4
chr17,16603,88778463,88778465,0.608,0.399,10,18,0.17962738380907,3
chr17,16604,88939830,88939832,0.642,0.852,9,10,0.0232890020685191,4
chr17,16606,88953469,88953471,0.572,0.803,17,38,0.148690787368811,8
chr17,16608,89173653,89173655,0.041,0.295,15,34,0.00764029971583641,6
chr17,16610,89223941,89223943,0.783,0.407,43,85,0.0063321081680765,18
chr17,16611,89350007,89350009,0.789,0.536,18,19,0.290655674451046,5
chr17,16615,89706831,89706833,0.702,0.996,10,23,0.000199021623832007,3
chr17,16618,89924453,89924455,0.385,0.125,53,107,0.210335348336983,22
chr17,16619,90020414,90020416,0.624,0.845,18,47,0.0143666602659053,7
chr17,16623,90318037,90318039,0.65,0.891,17,18,0.00730539173741773,4
chr17,16624,90318711,90318713,0.643,0.855,23,40,0.00351138510524418,4
chr17,16627,90554315,90554317,0.691,0.926,8,20,0.0115056000304377,3
chr17,16628,90625462,90625464,0.958,0.771,9,31,0.0105267888145549,3
chr18,16631,198187,198189,0.466,0.668,8,8,0.00517789052372297,5
chr18,16633,288339,288341,0.637,0.961,10,9,0.000797908894118793,3
chr18,16634,288983,288985,0.719,0.957,10,15,0.000184874069513841,3
chr18,16639,750480,750482,0.281,0.649,6,8,0.0431257297965675,3
chr18,16640,751581,751583,0.47,0.863,21,37,0.0157801211437436,8
chr18,16643,781249,781251,0.728,0.936,5,12,0.000128158994574412,3
chr18,16644,1214520,1214522,0.798,0.465,9,13,0.444568780216267,4
chr18,16645,1217249,1217251,0.688,0.46,6,17,0.156587073877683,3
chr18,16648,1388452,1388454,0.123,0.342,11,14,0.0221510104046941,3
chr18,16650,1443039,1443041,0.705,0.904,11,30,0.00100075917325193,3
chr18,16652,1443941,1443943,0.715,0.961,16,17,0.00674772062772622,6
chr18,16658,1855515,1855517,0.747,0.449,7,10,0.0580817632062718,3
chr18,16659,1866972,1866974,0.221,0.433,9,13,0.0947369340358903,4
chr18,16661,1884175,1884177,0.66,0.882,16,16,0.00210381035341789,5
chr18,16663,1945659,1945661,0.617,0.872,8,7,0.101341556321455,3
chr18,16664,2249554,2249556,0.673,0.886,28,37,0.00320447431484439,8
chr18,16665,2583512,2583514,0.713,0.946,25,50,0.068174614376632,7
chr18,16666,2584146,2584148,0.445,0.727,9,33,0.0186672638573589,3
chr18,16667,3006526,3006528,0.734,0.929,11,23,0.00233072526844924,5
chr18,16668,3163783,3163785,0.441,0.71,9,24,0.332482098201292,7
chr18,16669,3342531,3342533,0.772,0.584,14,17,0.0182220704391587,4
chr18,16670,3361523,3361525,0.603,0.399,32,76,0.0723498855915093,12
chr18,16673,3567335,3567337,0.968,0.657,3,5,0.00925932257519679,3
chr18,16675,3678184,3678186,0.564,0.793,17,22,0.0707113898288452,6
chr18,16679,3967124,3967126,0.624,0.825,34,65,0.00365455346022492,11
chr18,16680,3994455,3994457,0.294,0.628,24,34,0.56768155791801,9
chr18,16681,4004687,4004689,0.916,0.714,12,27,0.0121981106542941,6
chr18,16682,4104913,4104915,0.846,0.642,33,68,0.0288443256305321,10
chr18,16683,4110779,4110781,0.751,0.948,10,12,0.00064419243268754,3
chr18,16684,4239946,4239948,0.656,0.866,16,14,0.00578121339401838,5
chr18,16685,4294672,4294674,0.673,0.195,13,15,0.0540362194698366,3
chr18,16686,4307249,4307251,0.388,0.805,12,19,0.275269868730588,6
chr18,16687,4314662,4314664,0.662,0.918,11,14,0.000100630476447927,3
chr18,16689,4446765,4446767,0.673,0.874,19,26,0.0129870806979283,4
chr18,16690,4703868,4703870,0.859,0.671,6,17,0.00490187997438696,4
chr18,16692,4705229,4705231,0.814,0.622,19,27,0.00301436802829125,7
chr18,16693,4799719,4799721,0.697,0.898,6,9,0.00853935147645346,3
chr18,16694,4800183,4800185,0.584,0.812,22,26,0.0243364550666931,5
chr18,16696,5045221,5045223,0.555,0.754,12,20,0.0112191083094597,3
chr18,16697,5155764,5155766,0.467,0.711,36,71,0.0116101277913109,12
chr18,16699,5311372,5311374,0.411,0.635,22,30,0.0874949882864706,7
chr18,16703,5679155,5679157,0.58,0.37,44,41,0.0963172599681823,11
chr18,16705,5843846,5843848,0.527,0.803,3,9,0.0144564649922515,3
chr18,16707,5940953,5940955,0.698,0.918,21,62,0.0263907250082979,10
chr18,16708,6054233,6054235,0.815,0.574,69,95,0.0296671291607501,17
chr18,16709,6081705,6081707,0.297,0.629,12,28,0.26060364976667,7
chr18,16712,6437345,6437347,0.576,0.841,34,62,0.0261423596282021,14
chr18,16713,6467479,6467481,0.741,0.55,17,16,0.0352055537149367,9
chr18,16715,6478437,6478439,0.386,0.726,16,44,0.290879480401472,6
chr18,16716,6482651,6482653,0.829,0.632,6,19,0.0126014875699253,4
chr18,16719,6680146,6680148,0.797,0.594,9,15,0.00301490786086622,4
chr18,16723,6768113,6768115,0.781,0.588,36,52,0.00165978392599742,8
chr18,16725,6804034,6804036,0.799,0.568,17,17,0.0455175465942459,7
chr18,16726,6923715,6923717,0.619,0.815,10,16,0.00622492248684914,4
chr18,16727,6976565,6976567,0.829,0.629,17,34,0.007426455121192,6
chr18,16728,6977564,6977566,0.856,0.66,12,33,0.00426773804862279,5
chr18,16729,7005678,7005680,0.451,0.657,8,8,0.0166148951116911,3
chr18,16730,7007623,7007625,0.568,0.815,14,22,0.000183049778501143,4
chr18,16738,7570075,7570077,0.916,0.707,10,9,0.000925535533434219,4
chr18,16744,8111617,8111619,0.577,0.348,32,81,0.0401220294639154,11
chr18,16745,8165658,8165660,0.902,0.711,8,31,0.000664065246617551,5
chr18,16747,8224270,8224272,0.576,0.848,52,57,0.0816650451256695,21
chr18,16750,8356554,8356556,0.53,0.753,10,12,0.105680067237299,5
chr18,16752,8357715,8357717,0.029,0.259,30,59,0.0180519731603062,8
chr18,16763,10265805,10265807,0.887,0.688,4,6,2.89508021293905e-05,3
chr18,16764,10266357,10266359,0.887,0.662,14,39,6.49376320552841e-05,6
chr18,16767,10490215,10490217,0.818,0.625,12,15,0.00266694298577219,4
chr18,16780,11344536,11344538,0.629,0.829,21,25,0.0083037346274083,5
chr18,16781,11438959,11438961,0.973,0.774,4,8,0.00298095798615206,3
chr18,16782,11439553,11439555,0.978,0.755,7,33,0.00179604557118318,3
chr18,16783,11440816,11440818,0.977,0.752,27,50,0.0019402634163328,6
chr18,16786,11858950,11858952,0.584,0.169,5,10,0.108610464968055,3
chr18,16789,11874342,11874344,0.551,0.782,16,23,0.0138937667683132,7
chr18,16794,12256882,12256884,0.342,0.571,70,138,0.261666558387694,19
chr18,16795,12379587,12379589,0.887,0.526,12,13,0.00131810305538216,4
chr18,16796,12583032,12583034,0.641,0.948,23,49,0.00553172127499135,6
chr18,16798,12730652,12730654,0.558,0.365,32,60,0.0226382180212559,12
chr18,16800,12819166,12819168,0.594,0.918,10,10,0.0199073935426416,5
chr18,16801,12942043,12942045,0.778,0.524,15,24,0.0258543613750267,8
chr18,16803,13031286,13031288,0.575,0.813,17,20,0.00996831019451605,5
chr18,16804,13315098,13315100,0.426,0.647,5,27,0.00399498849399893,3
chr18,16806,13329001,13329003,0.799,0.555,15,16,0.00683286136578631,5
chr18,16808,13345632,13345634,0.885,0.677,14,28,0.00723235444408221,5
chr18,16810,13356351,13356353,0.507,0.727,9,14,0.0110626232060397,4
chr18,16811,13357183,13357185,0.453,0.761,35,52,0.0581142833049751,14
chr18,16812,13668135,13668137,0.702,0.917,10,8,0.00407773097527364,5
chr18,16813,13669158,13669160,0.727,0.93,6,7,0.00133886755925761,4
chr18,16816,13911508,13911510,0.782,0.544,8,15,0.00445699609045447,3
chr18,16817,13950053,13950055,0.421,0.715,43,77,0.306259555332785,11
chr18,16820,14146261,14146263,0.581,0.784,8,15,0.0123146980288872,3
chr18,16822,14409488,14409490,0.537,0.328,65,115,0.00684966604912063,19
chr18,16823,14452567,14452569,0.526,0.821,37,49,0.0184324652763868,19
chr18,16824,14545458,14545460,0.898,0.714,14,20,0.00825539427033284,3
chr18,16825,14556041,14556043,0.688,0.888,39,53,0.0502720959497948,8
chr18,16827,14604572,14604574,0.688,0.883,6,18,0.000479485065176588,3
chr18,16828,14686285,14686287,0.797,0.593,18,22,0.0287472986788301,5
chr18,16829,14768101,14768103,0.654,0.428,44,98,0.0141602625676547,15
chr18,16839,15173776,15173778,0.6,0.307,5,3,0.00229111547414806,3
chr18,16841,15175681,15175683,0.665,0.311,18,40,0.00188452903130859,7
chr18,16842,15215975,15215977,0.486,0.745,25,53,0.208821601273914,11
chr18,16843,15321266,15321268,0.864,0.611,3,13,3.2007301374315e-05,3
chr18,16845,15322387,15322389,0.855,0.606,16,85,0.00357830910117407,12
chr18,16849,15857562,15857564,0.288,0.52,9,10,0.326600415991978,3
chr18,16850,15879417,15879419,0.592,0.807,20,20,0.29436247449752,5
chr18,16851,15899093,15899095,0.705,0.914,4,6,0.00653538193928438,3
chr18,16852,15920469,15920471,0.397,0.603,3,10,0.320182662789344,3
chr18,16853,15931572,15931574,0.651,0.418,40,76,0.0654884712265743,14
chr18,16855,16010170,16010172,0.507,0.851,8,20,0.161544697317318,4
chr18,16856,16083716,16083718,0.672,0.913,21,28,0.00093577823456048,7
chr18,16857,16212915,16212917,0.423,0.792,15,16,0.0682077596857629,4
chr18,16858,16270783,16270785,0.88,0.676,12,42,0.0173949139925692,7
chr18,16861,16273402,16273404,0.939,0.697,6,8,0.003346548326295,3
chr18,16863,16275947,16275949,0.971,0.769,13,41,0.00392536483472095,6
chr18,16864,16276884,16276886,0.967,0.781,12,29,0.00172467618630801,4
chr18,16865,16392010,16392012,0.613,0.816,40,123,0.0848760208551939,11
chr18,16866,16396494,16396496,0.607,0.422,30,64,0.0222381815420568,8
chr18,16867,16406198,16406200,0.689,0.894,27,32,0.122116109842742,6
chr18,16869,16499305,16499307,0.727,0.945,9,27,0.00524190295438187,3
chr18,16870,16671359,16671361,0.477,0.798,9,26,0.0357957752408939,6
chr18,16873,17068092,17068094,0.707,0.909,8,30,0.017352357348727,5
chr18,16876,17322730,17322732,0.847,0.664,7,19,0.00631572911426426,4
chr18,16877,17395146,17395148,0.601,0.876,8,10,0.00821800379918436,3
chr18,16879,17480435,17480437,0.959,0.771,15,22,0.00374226048835369,6
chr18,16880,17733843,17733845,0.565,0.765,20,28,0.0205906660669857,5
chr18,16881,17744678,17744680,0.602,0.811,32,68,0.00110003795394198,9
chr18,16882,17759754,17759756,0.625,0.427,27,44,0.0325914916717344,7
chr18,16883,17760875,17760877,0.696,0.51,9,15,0.00232162376579692,3
chr18,16884,17802570,17802572,0.79,0.563,19,27,0.0916641545569125,4
chr18,16885,17951181,17951183,0.639,0.408,15,21,0.0382304854219636,6
chr18,16887,17952804,17952806,0.56,0.345,17,19,0.0619316207545197,8
chr18,16888,18075591,18075593,0.357,0.56,42,45,0.174071876159311,13
chr18,16890,18831865,18831867,0.77,0.588,9,29,0.00169507800722624,4
chr18,16891,18985341,18985343,0.752,0.536,16,49,0.0055304591794334,9
